id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
10,[15107. 15108.     0.     0.],20161.0,403.19999999737746,[177.126 226.074   0.      0.   ],41490.77085926265,72469500000.0,1381935009.7697217,144673.0,405883.0,107094.0,64.0,102.89859347071753,6.34726452061009,63.85695154010218,62.86573842127358,16.17623986494655,2.1362531620455334,0.009424135707554189,6.41565398541739,[0.439 0.561 0.    0.   ],0.7402486987896844,0.019069194761516525,179735863.09640715,[37.468 37.47   0.     0.   ],0.15873015873119117
11,[1.499e+04 1.523e+04 5.600e+02 1.000e+00],20161.0,403.19999999737746,[2.066e+02 1.784e+02 1.812e+01 1.100e-01],46338.819689516975,102262500000.0,3692264743.441712,228817.0,449129.0,171938.0,3156.0,114.92192770576003,7.448043251822984,61.77253112444819,75.01706560023797,34.77714419575022,3.4873766182233026,0.013689797133078717,10.946480829323942,[5.124e-01 4.424e-01 4.494e-02 2.728e-04],0.7514214415886932,0.0361057547335701,253627232.1445068,[3.718e+01 3.777e+01 1.389e+00 2.480e-03],7.827380952431864
12,[14024. 14482.   892.     0.],20161.0,403.19999999737746,[198.298 174.039  30.863   0.   ],43652.448982380774,92371500000.0,3704665724.2350907,253253.0,476585.0,199841.0,7088.0,108.25963241500986,6.708873567780062,55.435543871831754,68.85504311795147,34.01281477777614,3.167303209166212,0.027478795694658,10.343484946183224,[0.492 0.432 0.077 0.   ],0.7890962792148563,0.040106155299362796,229095982.14434725,[34.782 35.918  2.212  0.   ],17.57936507947942
13,[13584. 14463.  1351.     0.],20161.0,403.19999999737746,[194.784 152.779  55.637   0.   ],43920.73852260485,100314000000.0,3656410711.631761,264101.0,474634.0,206227.0,11196.0,108.92500005605585,6.9284261693374045,56.69679083378801,73.14636487059903,33.09462586267701,3.3499826397500123,0.02564356926739745,10.928326967908339,[0.483 0.379 0.138 0.   ],0.7808641390982995,0.03644965519899277,248794642.8587611,[33.69  35.871  3.351  0.   ],27.767857143037755
14,[15677. 15677.     0.     0.],20161.0,403.19999999737746,[182.773 220.427   0.      0.   ],42163.376312124885,73431000000.0,1539504124.8352346,150751.0,420777.0,110823.0,216.0,104.5666790142483,6.513486434205661,63.87421258866128,63.926080493296915,17.143290734901758,2.240513863399633,0.010168146421308467,6.788849759436536,[0.453 0.547 0.    0.   ],0.7351394020603512,0.020965316076796376,182120535.71547028,[38.881 38.881  0.     0.   ],0.5357142857177701
15,[16212. 16213.     0.     0.],20161.0,403.19999999737746,[184.516 218.684   0.      0.   ],42472.09129568418,72379500000.0,1928145707.7118685,166012.0,387643.0,126821.0,144.0,105.33230319846311,6.583443281584217,63.96289866574079,65.14571087746856,18.99724619818883,2.321611031198849,0.010416149992559893,6.817221367987699,[0.458 0.542 0.    0.   ],0.76392670409368,0.02663938971272071,179512648.81069142,[40.208 40.211  0.     0.   ],0.3571428571451801
16,[9.894e+03 1.138e+04 1.934e+03 3.000e+00],20161.0,403.19999999737746,[142.689 137.774 122.389   0.348],37428.81774809107,68965500000.0,2734188386.285003,151322.0,354948.0,113239.0,2520.0,92.82480469244798,3.894965527503854,33.299935519071475,51.63379955695466,25.217272907037675,2.5752194831605575,0.01592182927434155,7.958980209315014,[0.354 0.342 0.304 0.001],0.7483313728340889,0.039645741512567924,171045386.90587443,[2.454e+01 2.823e+01 4.797e+00 7.440e-03],6.250000000040652
17,[11237. 12356.  1627.    15.],20161.0,403.19999999737746,[163.577 165.034  72.921   1.668],40232.15153031664,85357500000.0,4676633037.127005,282262.0,481402.0,227487.0,10344.0,99.77717258646413,5.142046525470411,43.16928723773622,60.19898031334826,37.49096449014666,3.1981548534298896,0.02127870641337235,10.551113536034919,[0.406 0.409 0.181 0.004],0.8059427057131318,0.054788777050956326,211700148.81090078,[27.87  30.645  4.035  0.037],25.654761904928773
18,[ 9553. 11021.  1594.     0.],20161.0,403.19999999737746,[138.991 164.654  99.555   0.   ],36427.722142245824,68482500000.0,2377682918.3505793,152283.0,385160.0,116109.0,1968.0,90.34205183831146,3.8707206983782094,33.325926293338625,50.17081353645158,23.14927021227018,2.438073508258519,0.01934427855761123,7.782252864441248,[0.345 0.408 0.247 0.   ],0.7624554283800555,0.03471956950097586,169847470.23919997,[23.693 27.334  3.953  0.   ],4.880952380984128
19,[16254. 16254.     0.     0.],20161.0,403.19999999737746,[192.176 211.024   0.      0.   ],43369.575764723675,72171000000.0,2043144227.4686418,175059.0,379986.0,134666.0,88.0,107.55809673310881,6.865294380239743,63.7561628887456,67.11533114795938,21.895273478019263,2.5653489410247508,0.008382520708298199,6.9265413421953275,[0.477 0.523 0.    0.   ],0.7692606492668186,0.028309767461565473,178995535.71544996,[40.313 40.313  0.     0.   ],0.21825396825538784
20,[16850. 16850.     0.     0.],20161.0,403.19999999737746,[197.276 205.924   0.      0.   ],43883.46949605136,64951500000.0,2161025643.296511,222409.0,368864.0,177835.0,552.0,108.83257153923797,6.891166112792669,62.85858836367244,74.27698424039752,24.09375057218976,2.7432171023262737,0.009969743564307326,6.408957888993601,[0.489 0.511 0.    0.   ],0.7995854484305941,0.03327137392202661,161090029.76295254,[41.791 41.791  0.     0.   ],1.3690476190565237
21,[16391. 16391.     0.     0.],20161.0,403.19999999737746,[194.226 208.974   0.      0.   ],44379.781350900936,70005000000.0,3173912451.243671,269551.0,428799.0,217560.0,976.0,110.06344266380924,6.818630028273117,63.073657060661674,71.13838861637842,31.289912486203455,2.9987103814294924,0.012052973562819305,7.619711323843063,[0.482 0.518 0.    0.   ],0.8071199884251959,0.04533836799148162,173623511.9058912,[40.652 40.652  0.     0.   ],2.420634920650665
22,[15215. 15215.     0.     0.],20161.0,403.19999999737746,[212.896 190.304   0.      0.   ],46573.50084175468,89551500000.0,4741267844.675573,293299.0,490765.0,231265.0,928.0,115.50394534436488,7.304796389068311,60.09443975993254,74.7714077347314,41.02674184112974,3.441148752542037,0.023014731412132335,10.27821040622985,[0.528 0.472 0.    0.   ],0.7884956989283973,0.052944594391780966,222101934.52525413,[37.736 37.736  0.     0.   ],2.3015873016022717
23,[17205. 17205.     0.     0.],20161.0,403.19999999737746,[202.765 200.435   0.      0.   ],45694.26744400403,70387500000.0,3372984862.5642357,273609.0,405114.0,220404.0,1424.0,113.32341511830722,7.132027181191814,63.47284360894797,73.74632053414577,34.43660520337277,3.2159119091314916,0.011854570705818164,7.8317543772630325,[0.503 0.497 0.    0.   ],0.8055436772913172,0.04792022536052901,174572172.62018308,[42.671 42.671  0.     0.   ],3.5317460317690035
24,[17337. 17337.     0.     0.],20161.0,403.19999999737746,[200.116 203.084   0.      0.   ],44305.15207155988,65965500000.0,2318689935.6764803,218477.0,364331.0,173582.0,632.0,109.87835938584395,7.057784832102066,63.55498239174644,75.33433905361011,25.390934198136936,2.8387480779723226,0.011953772134318735,6.513268191061951,[0.496 0.504 0.    0.   ],0.7945092618444962,0.03515003957639191,163604910.71534985,[42.999 42.999  0.     0.   ],1.5674603174705126
