id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,num_rejects,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,ant_switches,avg_ant_switch_fps
14,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46546.693566361915,75216000000.0,361422.9002279912,16390.0,115.43746234402258,12.799999999995313,64.0,59.58110417700022,3.644015308641113,1.0635385149546153,0.0,3.2714151083775604,[1. 0. 0. 0.],0.0,0.0,4.805133219368103e-06,186547619.04883242,[0. 0. 0. 0.],0.0,0.0
15,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46512.9763990042,74212500000.0,452761.92206760077,16210.0,115.35384256485155,12.799999999995313,64.0,59.11641391187304,3.6415584743785074,1.0567432171023263,0.0,3.224988839839294,[1. 0. 0. 0.],0.0,0.0,6.100884919219818e-06,184058779.76310194,[0. 0. 0. 0.],0.0,0.0
16,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],47951.19898743978,110065500000.0,1466308.4264450734,19017.0,118.92068594671846,12.799999999995313,64.0,69.25939939248559,4.748420511668783,1.370963741877883,0.0,5.106740737066613,[1. 0. 0. 0.],0.0,0.0,1.3322143872921791e-05,272979910.71606123,[0. 0. 0. 0.],0.0,0.0
17,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],48250.63300913077,109807500000.0,1687754.6353956095,19282.0,119.66329301405334,12.799999999995313,64.0,70.21849769511462,4.9120372135896435,1.4191756361291603,0.0,5.238629036258122,[1. 0. 0. 0.],0.0,0.0,1.5370121671066272e-05,272340029.76367617,[0. 0. 0. 0.],0.0,0.0
18,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],48000.414359857714,110014500000.0,846769.330208576,18823.0,119.04274182791855,12.799999999995313,64.0,68.7587326787313,4.718158677236223,1.3719557561628888,0.0,5.119636922771688,[1. 0. 0. 0.],0.0,0.0,7.69688841206001e-06,272853422.62082237,[0. 0. 0. 0.],0.0,0.0
19,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],46390.3912116374,74746500000.0,274815.94698840583,16280.0,115.04982692235511,12.799999999995313,64.0,59.742250086284265,3.647730447142799,1.0587768463865879,0.0,3.2600069440999953,[1. 0. 0. 0.],0.0,0.0,3.6766396685919185e-06,185383184.52501532,[0. 0. 0. 0.],0.0,0.0
20,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],47580.03213626801,68313000000.0,278482.1666399166,18735.0,118.00017890051012,12.799999999995313,64.0,68.11383951455858,4.448364956304089,1.2872377362234015,0.0,3.0738058628044245,[1. 0. 0. 0.],0.0,0.0,4.076561805804409e-06,169427083.33443534,[0. 0. 0. 0.],0.0,0.0
21,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],47646.00529499265,74422500000.0,125931.82221278665,18297.0,118.16379469021408,12.799999999995313,64.0,66.91415402944857,4.471334408512282,1.2914041962204257,0.0,3.564654531025247,[1. 0. 0. 0.],0.0,0.0,1.69212028906294e-06,184579613.09643865,[0. 0. 0. 0.],0.0,0.0
22,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],48952.235628570794,102951000000.0,1211554.6141050928,21096.0,121.40329256625981,12.799999999995313,64.0,76.82735474799784,5.52819123387792,1.5923813302911562,0.0,4.994841525717971,[1. 0. 0. 0.],0.0,0.0,1.1768264651194188e-05,255334821.4302322,[0. 0. 0. 0.],0.0,0.0
23,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],47567.95497712957,74200500000.0,684746.1919716632,18354.0,117.97022711453972,12.799999999995313,64.0,67.06430744767823,4.523336921159868,1.305590000496007,0.0,3.57740191458757,[1. 0. 0. 0.],0.0,0.0,9.228323151079348e-06,184029017.85833985,[0. 0. 0. 0.],0.0,0.0
24,[0. 0. 0. 0.],20161.0,403.19999999737746,[403.2   0.    0.    0. ],47737.64396719531,68563500000.0,160185.5850352081,18980.0,118.3910618699244,12.799999999995313,64.0,68.82693849317009,4.548942582808945,1.318436585486831,0.0,3.1129408263478995,[1. 0. 0. 0.],0.0,0.0,2.3363099175976735e-06,170048363.09634414,[0. 0. 0. 0.],0.0,0.0
